box	1	335	-1	-1
of	11	476	-1	-1
chocolates	1	335	-1	-1
.	16	497	-1	-1
	2	350	0	2
	2	350	4	6
	2	351	8	11
	2	351	13	15
	2	352	16	18
	2	352	21	23
	2	353	27	29
	2	353	30	32
	2	354	33	37
	2	354	38	40
	2	355	43	47
	2	355	49	51
	2	356	52	54
	2	356	55	56
	2	357	58	59
	2	357	60	62
	2	358	64	69
	2	358	70	72
	2	359	78	80
	2	359	83	84
	2	360	86	89
	2	360	90	94
	2	361	101	103
	2	361	104	110
	2	362	113	114
	2	362	116	119
	2	363	122	125
	2	363	128	131
	2	364	134	135
	2	364	137	139
	2	365	141	150
	2	365	156	158
	2	366	160	161
	2	366	162	167
	2	367	168	170
	2	367	175	177
	2	368	179	181
	2	368	184	186
	2	369	189	192
	2	369	195	197
	2	370	202	205
	2	370	208	209
	2	371	211	212
	2	371	213	218
	2	372	222	224
	2	372	229	230
	2	373	232	233
	2	373	235	237
	2	374	238	239
	2	374	241	243
	2	375	244	246
	2	375	251	252
	2	376	253	255
	2	376	256	259
	2	377	260	264
	2	377	265	267
	2	378	269	273
	2	378	274	276
	4	399	24	34
	4	400	44	45
	4	400	61	65
	4	401	67	96
	4	401	107	108
	4	402	109	112
	4	402	118	146
	4	403	147	155
	4	403	164	172
	4	404	173	183
	4	404	187	200
	4	405	217	221
	4	405	258	262
	4	406	263	271
	4	406	278	279
	4	407	280	281
	4	407	282	283
	4	408	284	285
	4	408	286	287
	4	409	288	289
	4	409	290	291
	4	410	292	293
	4	410	294	295
	4	411	296	297
	4	411	298	299
	4	412	300	301
	4	412	302	303
	4	413	304	305
	4	413	306	307
	4	414	308	309
	4	414	310	311
	4	415	312	313
	4	415	314	315
	4	416	316	317
	4	416	318	319
	4	417	320	321
	4	417	322	323
	4	418	324	325
	4	418	326	327
	4	419	328	329
	4	419	330	331
	4	420	332	333
	4	420	334	335
	6	431	1	3
	6	432	20	25
	6	432	36	41
	6	433	48	53
	6	433	75	77
	6	434	81	88
	6	434	97	98
	6	435	99	100
	6	435	115	123
	6	436	129	133
	6	436	143	149
	6	437	154	180
	6	437	196	199
	6	438	204	207
	6	438	220	226
	6	439	228	234
	7	439	249	46
	8	440	63	79
	8	440	127	144
	8	441	188	201
	8	441	250	336
	8	442	337	338
	8	442	339	340
	8	443	341	342
	8	443	343	344
	8	444	345	346
	8	444	347	348
	8	445	349	350
	8	445	351	352
	8	446	353	354
	8	446	355	356
	8	447	357	358
	8	447	359	360
	8	448	361	362
	8	448	363	364
	8	449	365	366
	8	449	367	368
	8	450	369	370
	8	450	371	372
	8	451	373	374
	8	451	375	376
	8	452	377	378
	10	462	74	92
	10	463	111	120
	10	463	121	126
	10	464	136	152
	10	464	166	191
	10	465	214	227
	10	465	240	248
	11	477	270	106
	12	477	145	157
	12	478	182	257
	12	478	261	379
	12	479	380	381
	12	479	382	383
	12	480	384	385
	12	480	386	387
	12	481	388	389
	12	481	390	391
	12	482	392	393
	13	482	394	395
	16	498	396	397
	16	498	398	399
	16	499	400	401
	16	499	402	403
	16	500	404	405
	16	500	406	407
	16	501	408	409
	16	501	410	411
	16	502	412	413
	16	502	414	415
	16	503	416	417
	16	503	418	419
	18	504	420	22
	20	504	124	142
	20	505	151	153
	20	505	159	169
	20	506	174	176
	20	506	178	190
	20	507	194	203
	20	507	215	219
	20	508	223	236
	20	508	254	266
	20	509	268	421
	20	509	422	423
	20	510	424	425
	20	510	426	427
	22	511	5	10
	22	511	14	17
	22	512	26	28
	22	512	39	66
	22	513	71	76
	22	513	82	85
	22	514	95	105
	22	514	138	163
	22	515	210	216
	22	515	242	245
	22	516	272	275
	23	516	428	429
	24	517	430	431
	24	517	432	433
	24	518	434	435
	24	518	436	437
	25	519	438	439
	28	519	9	12
	28	520	19	35
	28	520	50	73
	28	521	91	93
	28	521	132	148
	28	522	171	193
	28	522	198	225
	32	523	7	31
	32	523	42	57
	32	524	68	87
	32	524	102	117
	32	525	130	140
	32	525	165	185
	32	526	206	231
	32	526	247	277
	32	527	440	441
	32	527	442	443
	32	528	444	445
	32	528	446	447
	32	529	448	449
	32	529	450	451
	38	530	452	453
	40	530	454	455
	40	531	456	457
	40	531	458	459
	40	532	460	461
	40	532	462	463
	40	533	464	465
	44	533	466	467
	44	534	468	469
	44	534	470	471
	44	535	472	473
	44	535	474	475
	45	536	476	477
	48	536	478	479
	48	537	480	481
	53	537	482	483
	56	538	484	485
	56	538	486	487
	56	539	488	489
	64	539	490	491
	64	540	492	493
	64	540	494	495
	64	541	496	497
	64	541	498	499
	64	542	500	501
	64	542	502	503
	78	543	504	505
	80	543	506	507
	80	544	508	509
	84	544	510	511
	88	545	512	513
	88	545	514	515
	93	546	516	517
	101	546	518	519
	112	547	520	521
	120	547	522	523
	128	548	524	525
	128	548	526	527
	128	549	528	529
	158	549	530	531
	164	550	532	533
	176	550	534	535
	194	551	536	537
	232	551	538	539
	256	552	540	541
	286	552	542	543
	340	553	544	545
	426	553	546	547
	542	554	548	549
	766	554	550	551
	1308	-1	552	553
